0;1034743364;32747;1093667040;3;-1286835456;-1179526741;
0;4214264;0;1093665424;32765;81788928;-359840;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
0;0;0;0;0;0;0;
